time,open,high,low,close,Volume
1506729600,4175,4380,4138.1,4378.51,720.353183
1506816000,4378.49,4406.52,4240.04,4378.48,726.963685
1506902400,4400,4561.63,4360,4380,655.756974
1506988800,4380,4467.33,4180.8,4310,1082.323563
1507075200,4314.9,4373,4142,4208.59,868.465101
1507161600,4208.59,4355,4110,4292.43,779.138638
1507248000,4318.99,4417,4292,4369,506.529176
1507334400,4369,4479.5,4312.56,4423,297.5975
1507420800,4425,4658,4425,4640,518.462004
1507507200,4640,4889.98,4550,4786.95,646.463145
1507593600,4786.95,4960,4680.59,4783.06,1043.221773
1507680000,4783.06,4881.61,4710,4821.43,753.429396
1507766400,4821.43,5439.99,4810.16,5430,1276.701482
1507852800,5439.99,5846.17,5379.84,5649.98,1879.82762
1507939200,5650,5900,5580.01,5869.99,970.759046
1508025600,5855.03,5922.3,5400.01,5709.99,1343.523375
1508112000,5710,5788.91,5585.19,5760.02,1528.996462
1508198400,5760,5774.98,5508.63,5595,1429.869376
1508284800,5595,5596,5037.95,5512.06,2317.804373
1508371200,5513,5710,5490.26,5683.9,1881.722107
1508457600,5683.31,6110,5600,6010.01,1972.97722
1508544000,6013.72,6171,5850.03,6024.97,1664.307693
1508630400,6003.27,6060,5720.03,5950.02,1362.092216
1508716800,5975,6080,5621.03,5915.93,1812.557715
1508803200,5909.47,5925,5450,5477.03,2580.418767
1508889600,5506.92,5704.96,5286.98,5689.99,2282.813205
1508976000,5670.1,5939.99,5650,5861.77,1972.965882
1509062400,5861.77,5980,5649.24,5768.83,1403.706416
1509148800,5768.79,5850.02,5630.03,5719.64,1276.754412
1509235200,5709.98,6189.88,5648.01,6169.98,1804.778173
1509321600,6133.01,6248.68,6030,6120.5,1473.687043
1509408000,6120.52,6498.01,6100,6463,1511.774925
1509494400,6463,6774.67,6338.02,6753.98,1675.615188
1509580800,6753.98,7300,6685.1,7019.98,2503.610803
1509667200,7010.31,7346.34,6923,7115.04,1891.497592
1509753600,7115.02,7480.99,6901,7357.09,1399.191767
1509840000,7357.27,7590.25,7279.02,7345.01,1207.83233
1509926400,7345.1,7401,6906,6960.12,1763.019261
1510012800,6981.72,7198.49,6901,7064.04,1440.259494
1510099200,7070,7770.02,6651,7303,2822.298802
1510185600,7303.01,7392,7015,7079.99,1913.398308
1510272000,7079,7279.91,6255.01,6506.98,3254.704105
1510358400,6503,6797.98,6100,6245.05,2754.156861
1510444800,6245.05,6630,5325.01,5811.03,4968.483069
1510531200,5839.94,6697.47,5699.99,6465.99,2621.243039
1510617600,6465.99,6684.98,6311.07,6574.99,1254.292531
1510704000,6575.99,7298,6575.99,7240.06,1779.605845
1510790400,7240.14,7940,7076,7864.5,2331.95675
1510876800,7876.98,7989,7451,7699.19,3982.395925
1510963200,7680.01,7819.99,7422,7761.94,3954.266477
1511049600,7761.94,8123.15,7650.33,8038,3867.340444
1511136000,8057.11,8319.99,7954,8212,3886.634348
1511222400,8212.49,8400,7801,8119.51,4544.474016
1511308800,8091.09,8322.68,8091.09,8205.92,3545.00571
1511395200,8233.03,8260,8000,8019.99,4093.952687
1511481600,8019.97,8369,7850,8138,4411.789112
1511568000,8138.99,8734.78,8090,8700.01,4292.623682
1511654400,8700.04,9350,8604.72,9128.02,4147.380237
1511740800,9128,9654.28,9112.04,9650,4521.625707
1511827200,9650,9939,9570.5,9896.8,4917.210985
1511913600,9896.79,11300.03,8520,9687.88,13352.538715
1512000000,9687.88,10900,8850.8,9838.96,9389.574329
1512086400,9837,10898,9380,10782.99,6134.923633
1512172800,10775.04,11190,10620,10890.01,4765.439757
1512259200,10902.69,11825,10500,11165.41,5346.636524
1512345600,11165.41,11616,10802,11616,4629.769359
1512432000,11608,11853,11447.68,11699.99,5541.611055
1512518400,11698,13615.23,11665.58,13545.53,6708.407183
1512604800,13545.53,16649.96,13050,16533.11,7488.515184
1512691200,16552.9,17204.99,14015,15880,17590.885276
1512777600,15880,16269.3,12535,14699.97,13914.207707
1512864000,14699.97,15720.12,12368,14946.26,16552.924336
1512950400,14901.08,17470,14901.08,16560.02,11822.314528
1513036800,16560.04,16976.45,15875,16350,9438.507116
1513123200,16350,16546,14666.56,16020.42,12415.141113
1513209600,16046.58,16445,15450,16340,11615.766474
1513296000,16339.99,17991,16300.06,17516.81,9181.486777
1513382400,17516.81,19539,17190.01,19102.66,4202.72596
1513468800,19102.66,19798.68,18510,18860.02,9178.028006
1513555200,18865,19300,17029.98,18856.25,10622.013554
1513641600,18856.25,18950,16300,17295.2,13210.74822
1513728000,17295.2,17720.35,14777.66,16488.98,13450.496693
1513814400,16480.52,17309.5,14022,15492.64,20324.2173
1513900800,15514.03,15699.34,10961,13326.61,36076.271175
1513987200,13326.61,14950,12978.18,13300,13141.538875
1514073600,13300,13819.99,11640,13500,28557.534988
1514160000,13500,14300,12708,13699.34,15748.207607
1514246400,13699.34,16050,13533,15689.01,15034.668104
1514332800,15709.98,16498.05,14200.15,15459.99,14959.864723
1514419200,15459.97,15539.99,13150,14182.11,21717.858014
1514505600,14199.14,14981,13850,14378.9,18072.008116
1514592000,14378.99,14398.85,11750,12440.01,19221.158039
1514678400,12345.1,14050.11,12149.98,13716.36,11768.989718
1514764800,13715.65,13818.55,12750,13380,8609.915844
1514851200,13382.16,15473.49,12890.02,14675.11,20078.092111
1514937600,14690,15307.56,14150,14919.51,15905.667639
1515024000,14919.51,15280,13918.04,15059.54,21329.649574
1515110400,15059.56,17176.24,14600,16960.39,23251.491125
1515196800,16960.39,17143.13,16011.21,17069.79,18571.457508
1515283200,17069.79,17099.96,15610,16150.03,12493.125558
1515369600,16218.85,16322.3,12812,14902.54,26600.609912
1515456000,14902.54,15500,14011.05,14400,14315.004253
1515542400,14401,14955.66,13131.31,14907.09,17411.001655
1515628800,14940,14968.68,11400,13238.78,33554.723751
1515715200,13238.76,14109.78,12500,13740.01,16417.162137
1515801600,13749.95,14580,13706.15,14210,12221.508528
1515888000,14210,14339.5,12569.2,13474.99,17017.894329
1515974400,13477.98,14249.99,13147.79,13539.93,14652.094705
1516060800,13500,13542.93,9035,10900,63401.169175
1516147200,10899.99,11680.99,9037.94,10988.79,72331.796646
1516233600,10972.59,11878.82,10435.33,10961.97,48464.434937
1516320000,10960,11795,10360,11474.98,34129.375421
1516406400,11474.98,13099,11412.45,12799.94,28768.857827
1516492800,12799.8,12799.8,10965,11530,41379.773426
1516579200,11530,11926.35,9900.24,10760.05,43752.606791
1516665600,10760.05,11399,9905,10799.18,37473.922552
1516752000,10799.14,11570.48,10500,11349.99,27158.587762
1516838400,11349.96,11794.05,10950.21,11175.27,20839.954183
1516924800,11184.7,11643,10311.15,11089,33056.87196
1517011200,11089,11650,10842.69,11491,18860.768345
1517097600,11499.98,12244,11408,11879.95,16887.339524
1517184000,11879.95,11975.02,11139.55,11251,14170.377538
1517270400,11250.11,11308.42,9900,10237.51,25554.372946
1517356800,10230,10425.85,9700,10285.1,18015.956805
1517443200,10285.1,10335,8750.99,9224.52,33564.764311
1517529600,9224.52,9250,8010.02,8873.03,49971.626975
1517616000,8873.03,9473.01,8229,9199.96,28725.000735
1517702400,9199.96,9368,7930,8184.81,32014.308449
1517788800,8179.99,8382.8,6625,6939.99,63402.314482
1517875200,6939.63,7878,6000.01,7652.14,100201.500307
1517961600,7655.02,8476,7150.01,7599,60778.460497
1518048000,7599,7844,7572.09,7784.02,1521.537318
1518134400,7789.9,8738,7789.9,8683.92,20482.910825
1518220800,8683.92,9065.78,8120,8533.98,49379.853135
1518307200,8533.99,8549,7726.53,8063.88,45025.187952
1518393600,8063.82,8989,8053,8903,41987.85049
1518480000,8903,8950,8351,8539.9,35454.972956
1518566400,8535.17,9489.6,8533,9449.99,40811.952867
1518652800,9449.98,10219.5,9301.5,10000.09,52427.596715
1518739200,10000.89,10323.37,9666,10159.98,38161.205974
1518825600,10156.07,11075.07,10050,11039.55,41882.108407
1518912000,11039.55,11274,10080,10383.43,61137.380728
1518998400,10375.01,11250,10270.33,11153,40831.417131
1519084800,11147.11,11786.01,11100.59,11200.99,48153.354288
1519171200,11195.07,11304.03,10200,10437.6,68113.818754
1519257600,10439.02,10933.44,9679,9811.04,67060.166483
1519344000,9815.55,10435,9570.19,10131.04,57202.70237
1519430400,10131.04,10496.97,9352,9694.51,40888.156299
1519516800,9694.51,9847,9274.8,9590,28373.517586
1519603200,9590,10444.32,9350,10324,34878.292756
1519689600,10321,10870,10121,10569.04,30705.385123
1519776000,10584.33,11098,10300,10326.76,30800.983782
1519862400,10325.64,11060.41,10240,10920,25092.55393
1519948800,10923.36,11200,10770,11039,23910.71009
1520035200,11038.99,11544,11015.01,11464.48,21287.15328
1520121600,11464.47,11565,11050.02,11515,17122.482572
1520208000,11515,11710,11415.01,11454,15144.231063
1520294400,11455,11455,10555.48,10716.48,29515.572363
1520380800,10716.48,10899,9389.31,9910,50647.67108
1520467200,9910,10099,9060,9271.64,41109.473226
1520553600,9267.07,9410,8329,9227,64112.291407
1520640000,9230,9490,8667.07,8770.22,37180.012857
1520726400,8770.22,9740,8450,9533.57,44325.973386
1520812800,9533.57,9888.88,8780,9131.34,42230.347513
1520899200,9131.34,9474,8823,9150,40191.409358
1520985600,9151.92,9333.78,7900.28,8170,49708.094108
1521072000,8184.01,8430,7650,8240.98,52291.022277
1521158400,8240.98,8611.64,7900,8260,38815.409893
1521244800,8260,8348.62,7721.99,7824.8,33110.206329
1521331200,7824.01,8317.4,7322,8189.99,59488.231711
1521417600,8189,8705.23,8088.4,8600,55297.084942
1521504000,8595.01,9050,8280,8909.98,44863.376166
1521590400,8909.96,9177.01,8750.6,8885,39972.405371
1521676800,8884.82,9100,8465.1,8722.9,40617.556809
1521763200,8720,8909,8269,8898.03,39990.868008
1521849600,8898.04,8999.95,8491,8546.86,35466.609572
1521936000,8531.25,8669.85,8365.77,8470.15,29001.769316
1522022400,8470.14,8514.89,7831,8134.23,44031.973832
1522108800,8134.22,8215.94,7730,7795.51,37427.64805
1522195200,7795.51,8109,7728,7949.3,26401.33167
1522281600,7949.3,7975,6941.11,7090.14,54620.915125
1522368000,7090.16,7292.43,6600.1,6840.23,65306.031976
1522454400,6840.24,7223.36,6777,6923.91,36868.539087
1522540800,6922,7049.98,6430,6813.01,44071.430463
1522627200,6813.01,7125,6765,7056,32123.560072
1522713600,7063.97,7520,7011.01,7405.21,37787.331811
1522800000,7405.21,7427.52,6707,6796.1,42227.183804
1522886400,6796.1,6902,6566.69,6770.76,39029.73146
1522972800,6770,6850,6500,6601.39,27455.01192
1523059200,6601.39,7070,6586.28,6895.8,32269.578267
1523145600,6895.81,7109.13,6880,7018,21427.673165
1523232000,7011.04,7185,6611,6782.72,34078.297206
1523318400,6781.55,6890,6656,6843.9,22326.728095
1523404800,6839.56,6990,6787,6953.79,23997.871177
1523491200,6953.78,8012.23,6743.2,7923,64861.595987
1523577600,7922.99,8233.39,7732,7877.41,55044.523148
1523664000,7877.48,8186,7810,7999.01,31621.286357
1523750400,8004,8429.54,7999.02,8355,27945.872618
1523836800,8355.07,8419,7867,8064.92,36664.069715
1523923200,8064.92,8173.7,7825.4,7885.02,32152.603567
1524009600,7890.96,8236.43,7868,8173,26969.04457
1524096000,8173.99,8296,8080,8278,27113.847464
1524182400,8273.84,8930,8177.09,8856.98,39795.337485
1524268800,8852.12,9035,8565,8915.31,40872.229909
1524355200,8915.31,9020.67,8727.68,8787.02,29458.25348
1524441600,8785.7,8985,8745,8934.01,25838.114709
1524528000,8934,9731.01,8922,9619.99,46268.790106
1524614400,9618.96,9759.82,8730,8869.99,81110.037589
1524700800,8869.99,9307.48,8651.62,9266,43300.304245
1524787200,9267.03,9395,8889,8915.35,37241.347036
1524873600,8915.35,9427.48,8870,9348,34759.62842
1524960000,9348,9570.51,9163.74,9419,38149.850035
1525046400,9417.04,9458.64,9124.99,9246.01,35002.033875
1525132800,9246.01,9248.99,8800.49,9071.48,41018.463633
1525219200,9071.48,9268,8970.2,9247.84,26123.543961
1525305600,9247.81,9844,9168.4,9750,38768.388288
1525392000,9750,9830.04,9520.85,9713.99,28681.588879
1525478400,9714,10020,9682,9864,24990.018345
1525564800,9863.99,9970,9417.03,9659.01,27690.351559
1525651200,9661.02,9689.67,9181,9365,33787.640012
1525737600,9365,9475.7,9060.54,9187.56,25533.831889
1525824000,9178,9390,8965,9310,25673.524899
1525910400,9310,9395.12,8970,9002.2,25055.063718
1525996800,9002.21,9016.8,8341,8400,48227.048061
1526083200,8405.94,8646.88,8153,8465.94,40241.32081
1526169600,8475.44,8763.36,8298,8679.71,25632.869362
1526256000,8679.71,8879.99,8277,8663.34,37389.666533
1526342400,8663.37,8859.99,8401.3,8462,28126.956136
1526428800,8462,8488,8083.01,8330,31130.22498
1526515200,8330,8464,7979,8041.46,25439.844799
1526601600,8038.82,8273.21,7911.9,8239.81,23476.158251
1526688000,8238.01,8390.8,8095.73,8233.49,17193.424276
1526774400,8233.49,8609,8163.9,8526.98,19957.057109
1526860800,8526.97,8595.31,8305,8381.24,21516.596486
1526947200,8386.89,8400.18,7935.11,7977.11,23710.902858
1527033600,7977.12,8031.9,7425,7501.95,42908.692673
1527120000,7501.95,7730.73,7266.99,7575.01,37845.446595
1527206400,7578.99,7649.55,7308.15,7457,26739.95664
1527292800,7456.99,7620,7300,7333.96,19464.086071
1527379200,7334,7400,7231.11,7338.99,18706.945515
1527465600,7338.99,7437,7058.02,7099,27219.438963
1527552000,7099,7540,7032.95,7461.29,39406.83952
1527638400,7467.98,7569,7260.5,7375.96,32041.583623
1527724800,7382.07,7699,7327.51,7485.01,30776.063102
1527811200,7485.01,7608.55,7355.54,7521.01,28258.863851
1527897600,7521.01,7697.33,7437,7640.03,26720.690219
1527984000,7636.81,7786.69,7600,7714.26,27505.158951
1528070400,7714.26,7760.52,7446.5,7487,32258.835115
1528156800,7487,7679.49,7358,7625,31722.492978
1528243200,7626.64,7699,7467.05,7658.84,27229.991898
1528329600,7658.79,7765,7620,7691.08,25062.227202
1528416000,7691.08,7703.5,7531,7603.44,23396.804671
1528502400,7603.44,7683.98,7450,7491.73,19339.885176
1528588800,7491.73,7491.73,6622.81,6764.99,52342.020032
1528675200,6765,6922,6610,6872,34552.162303
1528761600,6872,6890.51,6435,6530,36722.211191
1528848000,6530,6627.6,6118.68,6292.78,46185.5181
1528934400,6292.78,6720,6260,6635.98,44478.130837
1529020800,6638.67,6666.66,6362.31,6388.9,30018.329905
1529107200,6380.01,6560,6320.86,6483.98,22277.241147
1529193600,6482.5,6589.03,6422,6449.61,19847.247688
1529280000,6444.06,6794.38,6380,6712.46,31821.434995
1529366400,6711.39,6841.74,6653,6741.21,24311.421143
1529452800,6740,6817.23,6551.81,6761.51,26353.272094
1529539200,6763.21,6795,6672.57,6718.84,25428.854048
1529625600,6717.69,6733.97,5918.94,6045,52157.370833
1529712000,6045.92,6260,6008.48,6149.98,26622.788589
1529798400,6149.98,6259.8,5750,6136.97,47445.998955
1529884800,6137.95,6350,6061.97,6252,39164.515306
1529971200,6252,6272.54,6035,6070.78,19377.240484
1530057600,6065.89,6190.43,5971,6133.73,19225.671098
1530144000,6134.73,6173.01,5827,5853.98,30585.266026
1530230400,5851.01,6300,5780,6197.92,33911.287278
1530316800,6197.92,6528.99,6186.03,6390.07,37919.61284
1530403200,6391.08,6441.06,6251,6356.81,27562.965974
1530489600,6360.82,6685,6271.62,6615.29,36230.452264
1530576000,6615.29,6679.35,6463.01,6513.86,38657.781691
1530662400,6511.01,6784.92,6441.11,6586.98,23571.892777
1530748800,6585.53,6712,6453.33,6529.2,35071.972898
1530835200,6529.2,6648.54,6425,6609.78,29397.094748
1530921600,6609.79,6818.16,6508.88,6756.98,23973.876886
1531008000,6753.48,6780,6667.44,6712.1,24622.947794
1531094400,6712.1,6802.06,6612.24,6662.12,26732.40655
1531180800,6662.78,6681,6263,6296.91,38560.672702
1531267200,6296.91,6406,6278.99,6378.07,28715.498487
1531353600,6378.07,6380.28,6070,6250.57,31306.663348
1531440000,6251.4,6350,6110,6214.57,26375.325286
1531526400,6214.57,6335,6178,6251.99,17783.071999
1531612800,6250.9,6395,6225.4,6353.01,22979.211508
1531699200,6354.15,6747.3,6330.4,6723.35,36204.87708
1531785600,6723.33,7468.99,6652.04,7317.44,52105.423459
1531872000,7317.44,7588.08,7225.38,7381.9,59487.64345
1531958400,7381.88,7576.28,7270,7466.21,41218.256437
1532044800,7468.86,7700,7273,7337.53,46140.313447
1532131200,7337.47,7458.47,7211,7398.78,28886.490291
1532217600,7399.25,7582.4,7335.5,7394.79,30270.21844
1532304000,7394.78,7833,7375,7721.01,41646.346671
1532390400,7721.65,8486,7696,8397.24,60121.163749
1532476800,8397.24,8491.77,8050,8175.64,48257.649124
1532563200,8175.63,8315.69,7850.06,7920,43223.481682
1532649600,7920,8285,7805,8188.57,43671.005891
1532736000,8188.57,8246.54,8067,8225.04,26215.173839
1532822400,8225.04,8294.51,8115,8211,25531.226185
1532908800,8210.99,8273,7866,8173.92,39692.416542
1532995200,8171.4,8180,7633,7730.93,48296.915587
1533081600,7735.67,7750,7430,7604.58,42582.312932
1533168000,7600.08,7709.46,7455.72,7525.71,37665.696684
1533254400,7525.71,7540,7282.44,7418.78,44669.486047
1533340800,7412.27,7494.81,6926,7009.84,36288.42601
1533427200,7009.84,7089.87,6882.29,7024.19,32894.849782
1533513600,7024.19,7160,6821,6934.82,32760.191643
1533600000,6935,7150.46,6670,6720.06,45438.473501
1533686400,6720.63,6721.54,6123,6285,59550.536319
1533772800,6283.27,6622.81,6178.6,6529.79,51941.185111
1533859200,6529.79,6575.88,6026.39,6144.01,59034.974902
1533945600,6148.13,6488,5971,6232.35,47133.418555
1534032000,6222.55,6472.3,6130,6308.33,38567.770712
1534118400,6308.56,6545,6145.04,6246.35,53895.828783
1534204800,6248.25,6250.33,5880,6188.08,50186.745091
1534291200,6188.08,6609,6172.11,6267.16,68806.687026
1534377600,6265.27,6480,6205.6,6311.75,48515.254618
1534464000,6316,6585,6285.4,6584.49,57851.610803
1534550400,6579.04,6620,6288,6387.96,53742.322172
1534636800,6387.96,6541,6300,6477.53,45190.847994
1534723200,6477.53,6530,6220,6254.84,49435.55526
1534809600,6251,6500,6235.08,6480,41569.947408
1534896000,6479.98,6882.54,6251.2,6360.89,77909.391359
1534982400,6362.57,6576.99,6342.28,6525.01,40358.166825
1535068800,6525,6725,6440.5,6681.64,38305.675322
1535155200,6686.98,6789,6650.61,6733.64,19220.505929
1535241600,6733.64,6775.27,6568,6700,20107.297208
1535328000,6700,6940.51,6646.5,6908.64,37747.078747
1535414400,6907.26,7135,6860,7076.11,48352.917163
1535500800,7077,7133.81,6912.34,7031.22,43252.487392
1535587200,7033.21,7063.63,6784.81,6984.84,44716.77462
1535673600,6984.84,7089,6888,7011.21,40467.400638
1535760000,7011.21,7275,7008.74,7200.01,40323.414093
1535846400,7201.57,7345.45,7127,7302.01,39814.840352
1535932800,7302,7338.28,7191.63,7263.02,32396.018371
1536019200,7263,7410,7227.17,7359.06,35300.640518
1536105600,7359.05,7397.3,6682,6700,63635.61563
1536192000,6697.27,6725,6265,6516.01,60644.464227
1536278400,6516.84,6544,6320,6395.54,38906.28805
1536364800,6395.54,6478,6111,6185.05,38215.032171
1536451200,6185.06,6441,6141.53,6250.81,37053.92382
1536537600,6252.26,6373.98,6221,6312,32439.456432
1536624000,6311.99,6404,6169.68,6294.91,33104.88859
1536710400,6293,6360,6192.37,6338.62,31433.645939
1536796800,6338.62,6535,6337.4,6487.38,40465.063107
1536883200,6487.39,6584.99,6385.62,6476.63,37173.339277
1536969600,6476.63,6565.45,6466.13,6514.96,25243.656612
1537056000,6514.96,6524.62,6370,6505,27568.132897
1537142400,6500.08,6533.84,6201,6248.69,35987.254738
1537228800,6248.69,6390,6224.98,6336.45,32620.86667
1537315200,6336.39,6517.7,6123,6391.89,39044.080082
1537401600,6392,6540,6325,6492,25189.024728
1537488000,6492,6784.86,6491,6759.02,51779.343463
1537574400,6759.01,6839.03,6627,6723.05,29349.690667
1537660800,6723.05,6788.23,6661.75,6708,30286.229773
1537747200,6706.81,6730,6557,6581.39,35305.73991
1537833600,6581.42,6584.01,6325.02,6447.54,40301.029452
1537920000,6445.11,6557.99,6379.7,6465.12,33484.54207
1538006400,6467.84,6750,6434,6689.13,33087.428297
1538092800,6689.12,6814.8,6540.88,6634.58,42399.448523
1538179200,6634.58,6636,6464.57,6596.38,30255.9597
1538265600,6597.66,6662,6533,6626.57,27764.724519
1538352000,6626.57,6667.09,6510,6611.61,20621.506894
1538438400,6610,6640,6494,6525.79,28245.810088
1538524800,6525.79,6549,6430,6510,28451.969138
1538611200,6510.01,6643.46,6505.09,6593.79,20074.300818
1538697600,6591.69,6697,6543.08,6635.65,16096.552392
1538784000,6635.65,6651,6566.77,6594.27,10939.505391
1538870400,6596.44,6640,6525,6615.26,17406.831762
1538956800,6615.26,6715.6,6587,6673.01,23123.419541
1539043200,6673.01,6685.38,6607,6656.61,15354.779469
1539129600,6656.67,6659.95,6530,6631,15390.661444
1539216000,6630.21,6633.92,6205,6252.68,48706.634966
1539302400,6252.71,6360,6209,6298.01,29004.071419
1539388800,6298,6345,6285.07,6332.93,19098.070025
1539475200,6332.92,6416,6308,6339.34,15627.411314
1539561600,6339.34,7680,6300,6752.5,90748.031246
1539648000,6752.5,6900,6670,6759.27,27557.957764
1539734400,6762.76,6811.12,6676.01,6740.89,26641.431379
1539820800,6739.01,6796,6567,6618.96,20116.521941
1539907200,6618.96,6648.14,6523,6528.88,20772.60077
1539993600,6528.88,6617.65,6505.55,6588.4,19240.722247
1540080000,6585.72,6663.9,6580,6590.11,6515.357792
1540166400,6590.12,6639,6535.27,6581.2,16213.69266
1540252800,6581.2,6595,6515.45,6553.51,13856.601756
1540339200,6553.51,6630,6547.53,6565.5,11951.543977
1540425600,6566.81,6575.09,6502.8,6528.09,10342.701244
1540512000,6528.13,6600,6515.01,6538.63,9443.504156
1540598400,6538.63,6558.35,6463.04,6505.6,7776.907864
1540684800,6505.6,6514.17,6453,6489.93,5743.933728
1540771200,6489.93,6505.01,6315,6344.5,13827.224067
1540857600,6344.5,6395,6317.01,6330.87,8877.175385
1540944000,6330.01,6428,6245.02,6371.93,12148.888216
1541030400,6369.52,6442.65,6348.66,6410,9099.035841
1541116800,6410,6460.34,6388.2,6433.98,9739.440679
1541203200,6432.8,6439.97,6345,6387.09,7661.241476
1541289600,6388,6525,6359,6485.85,10592.394943
1541376000,6485.85,6504.39,6431.02,6468.99,8987.882156
1541462400,6468.99,6531.31,6445.18,6519.11,11926.565699
1541548800,6522.73,6615.15,6509,6578.46,14271.591117
1541635200,6578.46,6594,6468.22,6479.84,13259.789282
1541721600,6479.84,6511.53,6391.01,6419.99,11787.616583
1541808000,6419.99,6475.55,6411,6433.05,7714.829926
1541894400,6435.16,6462.14,6355,6449.81,8213.507117
1541980800,6450.71,6497,6421,6453.07,10132.782567
1542067200,6451.68,6498,6391.15,6457.66,11790.564933
1542153600,6458.98,6482.84,5656.87,5922.41,46478.964003
1542240000,5917.2,5939.54,5403.42,5753.4,47700.829401
1542326400,5757.09,5782.89,5549.25,5655.94,38721.802274
1542412800,5650.57,5656.6,5565.43,5628.29,26411.241413
1542499200,5630.49,5738.17,5617,5662,23844.999347
1542585600,5661.94,5664,4855,4910.03,70580.892856
1542672000,4913.4,5048.24,4326,4558.86,117380.95159
1542758400,4559.91,4787.2,4413.85,4661.07,61071.829475
1542844800,4661.08,4721.77,4335,4370,34531.119143
1542931200,4370.9,4484,4222.94,4420.61,49371.920322
1543017600,4415.63,4527,3824.69,3932.44,61693.111006
1543104000,3933.68,4233,3652.66,4085.78,101693.975588
1543190400,4088.69,4206,3701,3862.2,94503.750767
1543276800,3864.45,3940,3689.12,3875.21,67480.607212
1543363200,3875.63,4394.47,3874.27,4264.85,91983.567949
1543449600,4262.06,4450.38,4125.65,4295.84,73980.198669
1543536000,4295.72,4341.36,3943,4041.32,67758.446283
1543622400,4041.27,4299.99,3963.01,4190.02,44840.073481
1543708800,4190.98,4312.99,4103.04,4161.01,38912.15479
1543795200,4160.55,4179,3827,3884.01,49094.369163
1543881600,3884.76,4085,3781,3951.64,48489.551613
1543968000,3950.98,3970,3745,3769.84,44004.799448
1544054400,3768.44,3899.99,3500,3508.75,68378.796943
1544140800,3508.75,3549.99,3224.6,3403.55,95145.457442
1544227200,3403.57,3495,3222,3410.93,55365.949949
1544313600,3411.36,3658,3394.04,3545.37,45956.893296
1544400000,3548.49,3610,3370.11,3432.88,40989.244553
1544486400,3434.01,3480,3324.32,3380.39,35920.864154
1544572800,3379.23,3492,3350,3445,33922.931286
1544659200,3446.38,3460,3255.5,3302.06,40040.917013
1544745600,3302.06,3335.39,3177,3224.17,44492.983807
1544832000,3225.19,3276.5,3156.26,3211.72,29796.041436
1544918400,3211.71,3294,3186,3228.67,24628.808538
1545004800,3229.22,3585,3216,3509.08,66761.751697
1545091200,3509.03,3678.59,3424.47,3652.98,61369.615257
1545177600,3653,3912.73,3622.55,3662.22,94137.341014
1545264000,3660.01,4120,3635,4049.62,101543.835986
1545350400,4051.86,4139.99,3764,3838.66,82343.850112
1545436800,3840.25,3979,3785,3948.91,42822.350872
